MMSI,Time,SOG,Longitude,Latitude,COG
272,19900102_211814,0,-14.6124417,8.36706833,200.7
324,19900102_211818,14.2,-14.61755,8.47335,289
427,19900102_211823,14.8,-14.2821,8.38586667,294
427,19900102_211836,14.8,-14.2832333,8.3862,293
763,19900102_211847,17,-13.8008667,8.28325167,278.8
324,19900102_211849,14.3,-14.6208833,8.47416667,289
324,19900102_211855,14,-14.6214167,8.47428333,288
427,19900102_211906,14.8,-14.2862667,8.38705,293
324,19900102_211919,14.2,-14.6240167,8.47493333,290
763,19900102_211924,17,-13.805295,8.2837,278.7
427,19900102_211929,14.8,-14.28855,8.38768333,292
763,19900102_211954,17,-13.8086717,8.28404,278.6
427,19900102_211954,14.8,-14.29075,8.38826667,292
324,19900102_212024,14.2,-14.6304,8.47648333,290
427,19900102_212035,14.8,-14.2945333,8.38933333,293
324,19900102_212036,14.2,-14.6315167,8.47673333,289
427,19900102_212053,14.8,-14.2964167,8.38988333,294
763,19900102_212105,17,-13.8170333,8.28488333,278.4
427,19900102_212105,14.8,-14.2975333,8.39023333,294
763,19900102_212111,17,-13.817615,8.28494167,278.5
1,19900102_212112,0,-14.6128517,8.36800167,204.4
1,19900102_212122,0,-14.6128433,8.36799667,209.6
427,19900102_212123,14.8,-14.2990333,8.3907,294
763,19900102_212124,17,-13.8191283,8.28509167,278.4
1,19900102_212133,0,-14.6128317,8.36802667,209.2
1,19900102_212152,0,-14.612825,8.36797833,207.4
763,19900102_212153,17,-13.822625,8.28544333,278.6
427,19900102_212205,14.8,-14.3028833,8.39186667,294
763,19900102_212210,17,-13.8247267,8.28566333,278.7
1,19900102_212212,0,-14.61282,8.36801167,209.7
427,19900102_212223,14.8,-14.30475,8.39243333,294
427,19900102_212246,14.8,-14.3070167,8.3931,293
1,19900102_212252,0,-14.6128533,8.36794,207
763,19900102_212253,17,-13.8296283,8.2862,279.1
1,19900102_212302,0,-14.6128517,8.36796,215.7
427,19900102_212305,14.9,-14.3089,8.39365,293
324,19900102_212312,14.2,-14.6461,8.48026667,290
763,19900102_212318,17,-13.8324217,8.28650833,279
427,19900102_212323,14.8,-14.3104167,8.39406667,292
763,19900102_212323,17,-13.8331183,8.286585,278.9
427,19900102_212347,14.8,-14.3126167,8.39466667,292
1,19900102_212353,0,-14.6128233,8.368025,199.8
763,19900102_212353,17,-13.8364917,8.28695167,278.9
324,19900102_212354,14.3,-14.6498333,8.4812,290
763,19900102_212359,17.1,-13.8371917,8.28702667,278.9
324,19900102_212412,14.3,-14.6513167,8.48158333,290
427,19900102_212423,14.9,-14.3160333,8.3956,292
763,19900102_212423,17.1,-13.8401033,8.287335,278.6
1,19900102_212424,0,-14.6128367,8.36800667,210.1
763,19900102_212429,17.1,-13.840805,8.28740667,278.5
427,19900102_212435,14.9,-14.3171833,8.39591667,292
1,19900102_212442,0,-14.61285,8.36798,210.9
324,19900102_212448,14.3,-14.6546833,8.48236667,289
763,19900102_212453,17.1,-13.8436067,8.287685,278.1
324,19900102_212512,14.3,-14.6573333,8.48298333,289
324,19900102_212542,14.3,-14.6594667,8.48346667,289
427,19900102_212741,14.9,-14.3349667,8.4012,294
324,19900102_212812,14.3,-14.6742667,8.48703333,289
324,19900102_212949,14,-14.68275,8.48915,289
763,19900102_213017,16.7,-13.88107,8.29163167,279.7
1,19900102_213141,0,-14.6128667,8.36796833,201.6
1,19900102_213142,0,-14.6128667,8.36796833,201.6
324,19900102_213159,14.1,-14.69405,8.49178333,290
324,19900102_213159,14.1,-14.69405,8.49178333,290
324,19900102_213224,14.1,-14.6966333,8.4924,289
425,19900102_213224,16.6,-14.9920967,8.46661667,56.9
425,19900102_213230,16.9,-14.991495,8.46685833,59.3
425,19900102_213243,16.1,-14.9901933,8.467365,61.3
425,19900102_213243,16.1,-14.9901933,8.467365,61.3
324,19900102_213247,14,-14.6985,8.49285,289
763,19900102_213247,16.6,-13.8981317,8.29353167,278.3
763,19900102_213252,16.7,-13.898815,8.293585,278.5
425,19900102_213300,17.3,-14.9884667,8.46802667,62.3
425,19900102_213300,17.3,-14.9884667,8.46802667,62.3
1,19900102_213303,0,-14.6128233,8.368005,197
427,19900102_213304,14.9,-14.3656833,8.41036667,294
763,19900102_213323,16.7,-13.9022383,8.29392,278.7
763,19900102_213324,16.7,-13.9022383,8.29392,278.7
324,19900102_213324,14,-14.703,8.49391667,288
324,19900102_213324,14,-14.703,8.49391667,288
425,19900102_213330,16.5,-14.9854033,8.46913333,63.5
425,19900102_213343,17,-14.9840967,8.46959167,61.4
324,19900102_213347,14,-14.7052667,8.49451667,291
324,19900102_221122,13.6,-14.9127167,8.51353333,270
324,19900102_221134,13.6,-14.9137167,8.51353333,270
1,19900102_221144,0,-14.6128483,8.36801167,357.7
324,19900102_221245,13.7,-14.92065,8.51351667,270
763,19900102_221302,16.3,-14.158675,8.35287833,292.5
763,19900102_221458,16.3,-14.170485,8.35623833,292.6
427,19900102_221504,14,-14.6001833,8.47626667,292
427,19900102_221527,14,-14.60235,8.47686667,292
763,19900102_221545,16.3,-14.17549,8.35762333,292
324,19900102_221551,13.6,-14.9385333,8.51391667,271
763,19900102_221558,16.3,-14.1767483,8.35796167,292
324,19900102_221602,13.5,-14.9391667,8.51391667,271
763,19900102_221603,16.3,-14.1772717,8.35810167,291.8
427,19900102_221627,14,-14.6074167,8.47828333,291
763,19900102_221639,16.3,-14.18105,8.35910667,291.5
763,19900102_221645,16.2,-14.1816817,8.35927333,291.5
763,19900102_221657,16.3,-14.18294,8.35960667,291.5
763,19900102_221703,16.2,-14.1835683,8.35977333,291.7
425,19900102_221709,15.5,-14.7064133,8.46697333,115.7
763,19900102_221745,16.2,-14.1880583,8.36097167,292
1,19900102_230143,0,-14.6128517,8.36801667,358.8
1,19900102_230203,0,-14.6128483,8.36799833,352.4
763,19900102_230247,16.1,-14.470575,8.44005333,291.4
427,19900102_230400,13.6,-14.8663,8.51841667,272
763,19900102_230411,16,-14.47923,8.44235667,291.7
427,19900102_230500,13.5,-14.8719333,8.51853333,271
763,19900102_230511,16,-14.4854967,8.44401667,292.5
393,19900103_051831,16.6,-14.3651917,8.412035,293
410,19900103_051841,13.9,-13.9428333,8.29383333,284
455,19900103_051841,19.5,-14.0678367,8.26291333,113.8
95,19900103_051908,13.3,-14.1131667,8.3445,300.7
497,19900103_051940,4.8,-14.8171133,8.387385,36
95,19900103_051947,13.3,-14.1165,8.34533333,300.6
393,19900103_052031,16.6,-14.377935,8.41563667,292.4
1,19900103_052052,0,-14.6128267,8.36798333,355.8
455,19900103_052053,19.3,-14.0518117,8.25822,113.4
410,19900103_052101,14.1,-13.9556667,8.297,289
244,19900103_054407,8,-14.6646783,8.51924667,109.9
244,19900103_054407,8,-14.6646783,8.51924667,109.9
497,19900103_054420,4.7,-14.7900217,8.414865,39
497,19900103_054420,4.7,-14.7900217,8.414865,39
244,19900103_054437,8.5,-14.6631583,8.51881333,109.6
244,19900103_054437,8.5,-14.6631583,8.51881333,109.6
393,19900103_054506,16.6,-14.5375717,8.45681667,289.5
393,19900103_054506,16.6,-14.5375717,8.45681667,289.5
497,19900103_054520,4.7,-14.788875,8.41585,38
497,19900103_054520,4.7,-14.788875,8.41585,38
393,19900103_061758,15.7,-14.7386683,8.50980333,271.5
1,19900103_061815,0,-14.6128517,8.36801167,23.6
1,19900103_061835,0,-14.6128433,8.36801,27.1
410,19900103_061840,14.4,-14.2711667,8.3865,294
471,19900103_061842,0,-14.6131783,8.368545,351.9
513,19900103_061845,8.9,-14.2099517,8.29750167,119
244,19900103_061900,7.2,-14.5615983,8.49136,113
393,19900103_061910,15.3,-14.7464083,8.50986833,270.6
1,19900103_061915,0,-14.61283,8.36797333,20.8
393,19900103_061922,15.4,-14.7478017,8.50989833,270.8
513,19900103_061925,8.8,-14.207745,8.296695,119
393,19900103_061940,15.5,-14.7497533,8.50991167,270.8
1,19900103_061945,0,-14.6128417,8.36799833,19.9
393,19900103_061946,15.7,-14.7502967,8.50991667,270.9
410,19900103_061951,14,-14.2776667,8.38833333,293
410,19900103_061958,13.9,-14.2781667,8.3885,293
393,19900103_061958,15.7,-14.751715,8.50994667,270.9
95,19900103_062009,13.4,-14.4291667,8.43033333,299.6
393,19900103_062009,15.8,-14.75294,8.50995,271.5
1,19900103_062015,0,-14.6128533,8.36799667,26.9
513,19900103_062015,8.9,-14.2051117,8.29572167,119
410,19900103_062015,13.8,-14.2388733,8.38856,72.5
410,19900103_062015,13.8,-14.2798333,8.389,292
497,19900103_062022,3.8,-14.737665,8.42731833,97
410,19900103_062028,14.1,-14.281,8.38933333,293
497,19900103_062044,3.6,-14.73713,8.42726833,97
513,19900103_062044,8.9,-14.2035017,8.295125,118
244,19900103_062051,7.6,-14.5562867,8.48986333,111.2
1,19900103_062054,0,-14.6128333,8.36798833,33.9
513,19900103_062055,8.9,-14.20291,8.29491167,118
393,19900103_062104,16,-14.7588633,8.51000167,269.8
410,19900103_062104,14,-14.2843333,8.39016667,293
410,19900103_062116,14.3,-14.2853333,8.3905,293
410,19900103_062122,14.4,-14.2858333,8.39066667,293
410,19900103_062128,14.4,-14.2865,8.39083333,293
497,19900103_062134,3.6,-14.7358717,8.42717333,91
410,19900103_062135,14,-14.287,8.391,292
1,19900103_062135,0,-14.6128633,8.36801,29
513,19900103_062145,8.8,-14.2002267,8.29401167,116
1,19900103_062146,0,-14.612865,8.36798833,32
410,19900103_062147,14.1,-14.288,8.39133333,293
95,19900103_062150,13.4,-14.438,8.4325,299.7
244,19900103_062151,6.9,-14.5534,8.48904333,108.2
410,19900103_062152,14.3,-14.2886667,8.3915,293
410,19900103_062158,14.3,-14.2891667,8.39166667,293
393,19900103_062204,16,-14.7654717,8.51008,270.8
410,19900103_062204,14.4,-14.2896667,8.39166667,292
410,19900103_062210,14.3,-14.2905,8.392,292
95,19900103_062210,13.3,-14.4396667,8.433,299.3
497,19900103_062213,4,-14.7348683,8.42718167,89
95,19900103_062220,13.3,-14.4406667,8.43316667,299.6
410,19900103_062222,14.3,-14.2915,8.39216667,292
393,19900103_062222,16.1,-14.767485,8.51007667,270.1
513,19900103_062226,8.7,-14.1979167,8.29329,115
410,19900103_062228,14.1,-14.2918333,8.39233333,291
393,19900103_062229,16.1,-14.7682617,8.51009167,271.3
497,19900103_062234,3.8,-14.73433,8.42717667,89
513,19900103_062235,8.9,-14.1974667,8.29315333,114
1,19900103_062235,0,-14.61283,8.36801,25.2
410,19900103_062251,14.3,-14.2941667,8.393,292
410,19900103_062258,14.3,-14.2948333,8.39316667,292
244,19900103_062300,7.1,-14.550075,8.48810833,113.7
410,19900103_062304,14.4,-14.2953333,8.39333333,292
513,19900103_062306,8.8,-14.1956933,8.29262333,114
513,19900103_062315,8.7,-14.195195,8.29247667,114
95,19900103_062320,13.3,-14.446,8.4345,299.7
1,19900103_062324,0,-14.6128433,8.368015,21.1
393,19900103_062328,15.6,-14.774705,8.51016333,271
95,19900103_062329,13.3,-14.4466667,8.43483333,299.2
393,19900103_062333,15.6,-14.7752467,8.51017,269.6
410,19900103_062334,14.4,-14.298,8.394,292
513,19900103_062335,8.8,-14.1941383,8.29215667,114
1,19900103_062335,0,-14.61284,8.36800667,33.7
244,19900103_062340,6.7,-14.5481817,8.48757667,114.1
244,19900103_062341,7,-14.5481333,8.48756333,112
513,19900103_062346,8.8,-14.1934633,8.29196333,114
244,19900103_062350,7.2,-14.5476783,8.48744833,106.9
244,19900103_062351,7,-14.5476333,8.48743667,108.9
410,19900103_062351,14.4,-14.2996667,8.3945,293
410,19900103_062358,14.3,-14.3003333,8.39466667,293
410,19900103_062404,14.3,-14.3008333,8.39483333,293
410,19900103_062416,14.3,-14.3018333,8.39516667,293
410,19900103_062429,14.3,-14.303,8.3955,292
393,19900103_062434,15.9,-14.7818883,8.51016167,270.1
410,19900103_062435,14.3,-14.3035,8.3955,293
1,19900103_062436,0,-14.612845,8.36801,23.1
410,19900103_062441,14.3,-14.3041667,8.39566667,293
393,19900103_062446,16.1,-14.783225,8.51013667,270.2
513,19900103_062507,8.9,-14.1889833,8.29061167,114
244,19900103_062511,7.7,-14.543865,8.48638167,111.8
410,19900103_062516,14.1,-14.3073333,8.39666667,293
513,19900103_062547,8.9,-14.1867483,8.28992667,115
95,19900103_062550,13.4,-14.459,8.438,299.1
244,19900103_062551,7.3,-14.5419817,8.48586,110.6
410,19900103_062552,14,-14.3106667,8.39766667,294
497,19900103_062604,3.6,-14.728865,8.42727667,94
513,19900103_062607,8.9,-14.1856183,8.28958667,114
410,19900103_062616,14,-14.3128333,8.39833333,294
513,19900103_062626,9,-14.1845333,8.28926667,114
1,19900103_062635,0,-14.6128733,8.36797667,22.5
410,19900103_062640,14.3,-14.315,8.399,294
497,19900103_062644,3.6,-14.7278133,8.42723667,95
410,19900103_062716,14.3,-14.3183333,8.4,294
393,19900103_062722,15.7,-14.8008067,8.51031667,270.9
410,19900103_062740,14.5,-14.3205,8.40066667,295
497,19900103_062804,3.6,-14.7256783,8.42708667,96
393,19900103_062810,15.9,-14.8061267,8.51034833,270.8
1,19900103_062815,0,-14.6128417,8.36801333,12.7
393,19900103_062822,16.1,-14.807455,8.51036,270.8
393,19900103_062839,16,-14.809335,8.51036833,270
410,19900103_064825,14.6,-14.4338333,8.43383333,293
497,19900103_065302,4.3,-14.685405,8.42243833,112
393,19900103_065344,15.7,-14.9816233,8.51175333,269.1
95,19900103_065348,12.9,-14.6046667,8.47783333,302.2
501,19900103_065350,7.5,-13.8031533,8.19221167,273.4
3,19900103_065404,16.6,-13.9700167,8.30276667,291.5
1,19900103_065413,0,-14.6128733,8.36801167,357.5
410,19900103_065426,14.5,-14.4671667,8.44283333,291
393,19900103_065532,16.3,-14.9937033,8.51177833,270.4
3,19900103_065553,16.6,-13.9818,8.3059,292.3
95,19900103_065606,12.8,-14.6161667,8.48133333,303.9
501,19900103_065610,7.5,-13.8104117,8.192425,271.7
1,19900103_065613,0,-14.6128633,8.36797667,351.4
513,19900103_065644,8.9,-14.08119,8.259745,113
244,19900103_065659,7.8,-14.453335,8.46225167,108
410,19900103_065714,14.7,-14.483,8.447,290
3,19900103_065817,16.5,-13.9971167,8.31006667,292.1
244,19900103_065838,7.8,-14.4485,8.46119333,110.7
410,19900103_065901,14.5,-14.4933333,8.44966667,290
501,19900103_065930,7.5,-13.8207367,8.19254333,272.1
95,19900103_065947,12.7,-14.6341667,8.48666667,300.5
410,19900103_071924,13.8,-14.605,8.47916667,291
410,19900103_071924,13.8,-14.605,8.47916667,291
77,19900103_071940,14.8,-13.83945,8.28351667,279
77,19900103_071940,14.8,-13.83945,8.28351667,279
410,19900103_072113,14,-14.6145,8.48166667,291
410,19900103_072113,14,-14.6145,8.48166667,291
410,19900103_072213,14.3,-14.62,8.48316667,293
95,19900103_074328,12.8,-14.8636667,8.50933333,278.9
501,19900103_074332,8.2,-13.9604917,8.20530333,293.1
497,19900103_074343,4.7,-14.5977983,8.400795,108
513,19900103_074344,9,-13.9171333,8.21967667,109
95,19900103_074347,12.8,-14.8653333,8.50933333,279.6
1,19900103_074354,0,-14.6128583,8.36799167,88.9
513,19900103_074405,9.1,-13.9159283,8.21943,106
3,19900103_074406,15.9,-14.2854167,8.38771667,293.2
244,19900103_074408,7.7,-14.3225417,8.42802667,113.3
501,19900103_074410,8.3,-13.9624917,8.20588167,294.3
410,19900103_074411,14.1,-14.737,8.5095,269
3,19900103_074418,15.9,-14.28665,8.38806667,293.1
513,19900103_074424,8.9,-13.914755,8.21921,105
95,19900103_074429,12.9,-14.8691667,8.50933333,279.2
77,19900103_074429,15,-13.99085,8.30715,291
410,19900103_074431,14.4,-14.7391667,8.5095,270
501,19900103_074431,8.3,-13.9636433,8.20622833,294.9
410,19900103_074434,13,-14.7393333,8.5095,269
244,19900103_074440,7.4,-14.3210383,8.42757,117
497,19900103_074442,4.9,-14.595875,8.40037,109
513,19900103_074444,8.9,-13.913555,8.21900333,103
410,19900103_074446,13.7,-14.7405,8.5095,270
95,19900103_074447,13,-14.8708333,8.50933333,278.8
77,19900103_074452,15,-13.9928,8.30766667,291
1,19900103_074454,0,-14.612845,8.36804,90.6
95,19900103_074458,13,-14.872,8.50933333,277.8
244,19900103_074459,7.3,-14.3200917,8.42728333,114.9
513,19900103_074504,8.8,-13.912295,8.218825,101
3,19900103_074506,16,-14.2915667,8.38946667,293
244,19900103_074507,7.6,-14.3197117,8.42717,114.1
501,19900103_074509,8.3,-13.9656367,8.20682833,293.6
410,19900103_074510,14,-14.7428333,8.5095,270
77,19900103_074517,15,-13.9951167,8.30828333,292
3,19900103_074518,16,-14.2928,8.3898,293.1
410,19900103_074522,13.9,-14.7438333,8.5095,269
513,19900103_074524,8.9,-13.9111433,8.218685,100
95,19900103_074529,13,-14.8748333,8.5095,279.6
501,19900103_074531,8.4,-13.9668017,8.20717167,293.9
1,19900103_074533,0,-14.6128633,8.36802667,182.9
410,19900103_074534,14.3,-14.745,8.5095,268
244,19900103_074539,7.2,-14.318205,8.42671333,114.9
497,19900103_074542,5.2,-14.59396,8.39991333,112
513,19900103_074544,8.9,-13.9099233,8.21856,98
410,19900103_074546,14,-14.7465,8.5095,270
77,19900103_074547,15,-13.9981833,8.30915,292
1,19900103_074554,0,-14.6128517,8.368015,88.6
77,19900103_074600,15,-13.9993167,8.3095,293
244,19900103_074600,7.3,-14.317255,8.42642333,117.7
410,19900103_074604,14.5,-14.7481667,8.5095,271
513,19900103_074605,8.8,-13.9087083,8.21843167,98
3,19900103_074606,15.9,-14.2976833,8.39121667,293.3
244,19900103_074608,7.6,-14.3168833,8.42631,116.5
501,19900103_074610,8.4,-13.9688167,8.20776833,293.7
410,19900103_074611,14.3,-14.7486667,8.5095,270
1,19900103_074613,0,-14.6128717,8.36802667,151.6
77,19900103_074617,15,-14.0008333,8.30996667,293
3,19900103_074618,15.9,-14.2988,8.39153333,293.2
513,19900103_074624,8.9,-13.90748,8.21832167,98
77,19900103_074629,14.9,-14.00235,8.3104,293
1,19900103_074633,0,-14.6128683,8.36803667,88
410,19900103_074634,14.5,-14.751,8.5095,271
77,19900103_074635,15,-14.00275,8.31051667,293
3,19900103_074643,15.9,-14.30135,8.39226667,293.4
497,19900103_074643,4.7,-14.5920783,8.39941,112
410,19900103_074647,13.6,-14.7523333,8.5095,270
497,19900103_074702,4.8,-14.5914883,8.39925167,112
513,19900103_074705,8.9,-13.9050183,8.21812,97
3,19900103_074706,15.9,-14.3037,8.39296667,293.6
410,19900103_074711,13.2,-14.7545,8.5095,270
77,19900103_074711,14.9,-14.0061833,8.3115,293
3,19900103_074718,15.9,-14.3050167,8.39335,293.7
513,19900103_074724,8.9,-13.9037933,8.21802167,97
95,19900103_074729,12.8,-14.8856667,8.50966667,279.2
3,19900103_074731,15.9,-14.3063333,8.39373333,293.8
1,19900103_074733,0,-14.6128567,8.36803333,104.9
410,19900103_074734,13.8,-14.7568333,8.5095,269
3,19900103_074742,15.9,-14.3075333,8.3941,293.7
410,19900103_074746,12.9,-14.7578333,8.5095,268
501,19900103_074751,8.4,-13.9742117,8.20938333,293.9
3,19900103_074754,15.9,-14.30865,8.39443333,293.9
410,19900103_074759,13.8,-14.7591667,8.5095,268
244,19900103_074800,7.1,-14.3115717,8.42472667,114.3
1,19900103_074813,0,-14.61288,8.36800833,135.4
272,19900103_074813,0,-14.6124867,8.36711667,37.1
95,19900103_074818,12.8,-14.8903333,8.50966667,279.8
95,19900103_074829,12.9,-14.8911667,8.50966667,279.1
77,19900103_074829,14.9,-14.0135333,8.31356667,292
3,19900103_074830,15.9,-14.3124,8.39551667,293.4
3,19900103_074842,15.9,-14.3136167,8.39588333,293.5
497,19900103_074843,4.7,-14.588325,8.39837167,112
95,19900103_074847,13,-14.8929433,8.50973833,279.6
501,19900103_074851,8.3,-13.9774,8.21031167,293.3
410,19900103_074859,13.4,-14.765,8.5095,271
77,19900103_074905,14.9,-14.017,8.31448333,291
1,19900103_074913,0,-14.6128583,8.368,30.6
513,19900103_074923,9,-13.8964717,8.21739833,98
77,19900103_074929,14.9,-14.0193167,8.3151,291
497,19900103_074942,4.8,-14.58645,8.397855,113
95,19900103_074947,12.7,-14.8983233,8.50982,279.3
3,19900103_074954,16,-14.32085,8.39795,293.4
3,19900103_075017,16,-14.3233,8.39865,293.5
3,19900103_075030,16,-14.3246167,8.39905,293.5
410,19900103_075035,14,-14.7738333,8.5095,272
3,19900103_075042,16,-14.3258333,8.3994,293.4
77,19900103_075053,14.9,-14.02735,8.31731667,293
410,19900103_075059,14,-14.7761667,8.50966667,270
95,19900103_075108,12.9,-14.9055,8.50983333,280
410,19900103_075116,12.5,-14.778,8.50966667,272
77,19900103_075117,14.9,-14.0296167,8.318,293
77,19900103_075124,14.9,-14.0303833,8.31821667,293
1,19900103_075133,0,-14.6128467,8.36799667,35.8
410,19900103_075159,13.1,-14.7816667,8.50983333,272
3,19900103_075206,15.9,-14.3342833,8.40183333,293.4
410,19900103_075235,13.9,-14.7851667,8.50983333,273
77,19900103_075305,14.9,-14.0398333,8.32106667,294
3,19900103_075330,16,-14.3429667,8.40435,293.9
410,19900103_075335,14,-14.7908333,8.50983333,269
410,19900103_075346,13.6,-14.792,8.50983333,269
501,19900103_075351,8.3,-13.9931383,8.21494833,295.4
410,19900103_075410,13.7,-14.7943333,8.50983333,268
410,19900103_075435,14.1,-14.7966667,8.50983333,270
410,19900103_075447,14.3,-14.7978333,8.50983333,269
1,19900103_075453,0,-14.6128467,8.36802333,12.1
3,19900103_075454,15.8,-14.3513667,8.40681667,293.9
244,19900103_075500,8,-14.2915117,8.418705,115.9
3,19900103_075506,15.9,-14.3525833,8.40718333,294.1
410,19900103_075510,14,-14.8001667,8.50983333,269
410,19900103_075535,13.8,-14.8025,8.51,273
410,19900103_075547,13.8,-14.8036667,8.51,273
77,19900103_075553,14.8,-14.0557833,8.3256,293
410,19900103_075610,13.8,-14.8058333,8.51,273
77,19900103_075705,14.8,-14.0625833,8.3276,293
513,19900103_075735,8.9,-13.8666417,8.213885,103
497,19900103_075804,4.9,-14.570985,8.39324,113
513,19900103_075815,8.9,-13.8642817,8.21352,103
1,19900103_075816,0,-14.6128517,8.36800167,27.6
410,19900103_075818,12.9,-14.818,8.51016667,272
410,19900103_075824,13.1,-14.8185,8.51016667,271
513,19900103_075826,9,-13.8635567,8.213405,103
513,19900103_075835,8.8,-13.8630167,8.213325,103
410,19900103_075836,13.1,-14.8196667,8.51016667,272
77,19900103_075848,14.8,-14.0724667,8.33035,292
410,19900103_075854,13.1,-14.8213333,8.51016667,270
410,19900103_075911,13.2,-14.823,8.51033333,272
410,19900103_075918,13.2,-14.8236667,8.51033333,269
410,19900103_075924,13.4,-14.8241667,8.51033333,270
95,19900103_075929,13.5,-14.9521667,8.50983333,275.7
410,19900103_075936,13.8,-14.8253333,8.51033333,269
244,19900103_075949,7.8,-14.2778767,8.41440333,115.8
95,19900103_075949,13.5,-14.9541483,8.50982833,266.5
77,19900103_080000,14.9,-14.0793333,8.33225,293
244,19900103_080000,7.3,-14.2773617,8.41424667,116.5
77,19900103_080007,14.8,-14.0797167,8.33235,293
244,19900103_080040,7,-14.2755533,8.41368833,116.3
410,19900103_080106,13.6,-14.834,8.51033333,269
410,19900103_080124,14.1,-14.8356667,8.51016667,269
410,19900103_080143,14.4,-14.8375,8.51016667,270
410,19900103_080224,14,-14.8416667,8.51033333,270
410,19900103_080236,14.4,-14.8428333,8.51033333,272
410,19900103_080311,13,-14.8461667,8.51033333,271
77,19900103_080318,14.8,-14.0979167,8.33765,292
410,19900103_080324,13.3,-14.8473333,8.51033333,270
1,19900103_080335,0,-14.6128167,8.368,357.8
1,19900103_080356,0,-14.6128483,8.36800333,338
244,19900103_080440,7.5,-14.264305,8.410225,115.7
410,19900103_080655,13.9,-14.8678333,8.51066667,268
1,19900103_080734,0,-14.6128217,8.36800167,342.6
410,19900103_080736,13.9,-14.8721667,8.51083333,269
410,19900103_080748,13.4,-14.8731667,8.51083333,272
95,19900103_080803,12.7,-14.9995,8.50583333,253.5
95,19900103_080809,12.6,-15,8.50566667,254
244,19900103_082658,7.4,-14.20119,8.39260667,114.4
410,19900103_082658,13.8,-14.985,8.51266667,273
77,19900103_082716,14.8,-14.2338667,8.37605,293
3,19900103_082754,15.8,-14.5554,8.46513333,292.5
244,19900103_082808,7,-14.1979383,8.391695,114.4
77,19900103_082852,14.7,-14.2428833,8.37868333,293
174,19900103_082902,16.8,-13.9346883,8.29178833,286.3
3,19900103_082930,15.6,-14.5652,8.46773333,290.5
244,19900103_082938,7.4,-14.1937433,8.39051667,111.3
272,19900103_083013,0,-14.6124483,8.3671,344.1
174,19900103_083014,16.7,-13.9425917,8.29371833,292.1
497,19900103_083041,5.2,-14.5086367,8.37483333,115
501,19900103_083051,8.3,-14.1065267,8.24951167,293.8
174,19900103_083114,16.7,-13.94892,8.29536333,290.7
497,19900103_083122,5.1,-14.5073283,8.374415,115
77,19900103_083228,14.8,-14.2633667,8.38438333,292
77,19900103_083241,14.8,-14.2644833,8.38475,292
77,19900103_083334,14.8,-14.2697167,8.38631667,294
244,19900103_083338,7.2,-14.18265,8.38747833,113.7
501,19900103_083409,8.4,-14.116885,8.25293333,298.7
77,19900103_083522,14.7,-14.2797,8.38935,294
3,19900103_083535,15.6,-14.6026333,8.4768,289.3
244,19900103_083557,7.3,-14.17625,8.38572167,112.1
77,19900103_083634,14.6,-14.28645,8.39131667,293
3,19900103_083641,15.3,-14.6092833,8.4784,290.2
3,19900103_083718,15.6,-14.6129667,8.47926667,289.2
1,19900103_084113,0,-14.6128683,8.36801833,346
497,19900103_084122,5.1,-14.48797,8.36818,113
77,19900103_085404,14.7,-14.3835667,8.42091667,295
77,19900103_085404,14.7,-14.3835667,8.42091667,295
77,19900103_085452,14.7,-14.3880833,8.42226667,294
77,19900103_085452,14.7,-14.3880833,8.42226667,294
77,19900103_085504,14.7,-14.3892,8.42258333,294
77,19900103_085504,14.7,-14.3892,8.42258333,294
30,19900103_085508,20.9,-13.845905,8.29011833,276
30,19900103_085508,20.9,-13.845905,8.29011833,276
77,19900103_085528,14.6,-14.3917667,8.42333333,293
77,19900103_085528,14.6,-14.3917667,8.42333333,293
1,19900103_085712,0,-14.6128467,8.368,5.5
1,19900103_085712,0,-14.6128467,8.368,5.5
3,19900103_085717,15.5,-14.7328167,8.5083,289.6
3,19900103_085717,15.5,-14.7328167,8.5083,289.6
30,19900103_085720,20.9,-13.86495,8.291285,275
30,19900103_085720,20.9,-13.86495,8.291285,275
1,19900103_085732,0,-14.6128483,8.36800333,358.4
1,19900103_085732,0,-14.6128483,8.36800333,358.4
30,19900103_085733,21,-13.866835,8.29140167,275.1
30,19900103_085733,21,-13.866835,8.29140167,275.1
501,19900103_085749,8,-14.1910067,8.27684667,296.2
501,19900103_085749,8,-14.1910067,8.27684667,296.2
1,19900103_085752,0,-14.6128383,8.36799833,346.2
1,19900103_085752,0,-14.6128383,8.36799833,346.2
30,19900103_085756,21,-13.8701667,8.29161833,276
30,19900103_085756,21,-13.8701667,8.29161833,276
77,19900103_085827,14.8,-14.408,8.42863333,296
77,19900103_085827,14.8,-14.408,8.42863333,296
30,19900103_085833,21,-13.8755167,8.29196833,275.9
30,19900103_085833,21,-13.8755167,8.29196833,275.9
3,19900103_085841,15.4,-14.7413167,8.51043333,291.9
3,19900103_085841,15.4,-14.7413167,8.51043333,291.9
30,19900103_085844,21,-13.8771167,8.292085,275.9
30,19900103_085844,21,-13.8771167,8.292085,275.9
30,19900103_093310,20.8,-14.16143,8.35289333,292
501,19900103_093311,8.5,-14.3015933,8.313665,297.4
1,19900103_093313,0,-14.612845,8.36799333,4.4
77,19900103_093317,13.9,-14.5999,8.48645,293
3,19900103_093318,15.5,-14.9602667,8.51738333,270.2
