clusterIndex,Longitude,Latitude,SOG,COG,MedianDistance
0,-14.994893943537415,8.475491212993203,13.604761904761908,89.7272108843537,3716053.702274557
0,-14.984558247340415,8.475674228776597,13.455851063829787,89.53191489361699,3714427.7118726806
0,-14.974556353374235,8.475372167791411,13.590797546012274,89.6472392638037,3712769.1069258247
0,-14.963679343684198,8.476119999789466,13.742631578947366,89.92105263157893,3711137.690166259
0,-14.953197505138334,8.475956067312248,13.55691699604743,89.48181818181821,3709400.8181678583
0,-14.942719611450388,8.476083314160295,13.496564885496191,89.51145038167937,3707775.9718461665
0,-14.932123752918287,8.475900298171211,13.564591439688716,89.88054474708177,3706024.684356694
0,-14.92159505522388,8.476239091679107,13.069776119402984,89.7402985074627,3704387.4297725144
0,-14.911112876595748,8.476340945602837,13.656382978723409,89.66382978723406,3702713.3691101503
0,-14.90089518167332,8.475890126055782,13.548605577689237,89.71553784860554,3701030.4164763247
0,-14.890517438989175,8.475049121371844,13.428158844765337,89.6548736462094,3699281.4065527287
0,-14.879688327205884,8.475450453639706,13.436029411764698,89.81617647058823,3697590.2380107404
0,-14.869293837676056,8.474257335563385,13.473239436619707,89.58274647887332,3695762.894343566
0,-14.859799127044033,8.473472798207553,12.707547169811319,89.87169811320749,3694122.6272517024
0,-14.848809151209675,8.473813662822584,12.708064516129035,90.00120967741933,3692395.712256546
0,-14.83864737939698,8.475346440402006,13.254773869346733,90.26582914572867,3691016.198723294
0,-14.827333931499995,8.47581514195,13.226500000000001,90.35599999999998,3689258.633802456
0,-14.817245462427742,8.474569267745665,13.141618497109821,90.60578034682078,3687410.0469344617
0,-14.805807998522159,8.474804260837447,13.853201970443365,90.15960591133006,3685587.3035967303
0,-14.796594899082566,8.473598601513762,13.632110091743131,90.4582568807339,3683965.9448897596
0,-14.785984204326931,8.473003373557699,13.536538461538457,90.2875,3682241.492222392
0,-14.775232892825116,8.47338115829597,13.398654708520173,90.19686098654712,3680501.320789802
0,-14.764557265533991,8.473309749271847,13.180582524271838,90.47669902912617,3678746.3859611074
0,-14.75366939504132,8.474164759090913,13.22314049586777,91.48471074380167,3677169.6927947407
0,-14.743738480000003,8.473502770355555,13.035555555555563,93.32577777777777,3675468.3414816633
0,-14.73397319864866,8.472762853063063,12.826126126126123,99.13558558558557,3673785.227822457
0,-14.723659407943925,8.47119918238318,12.712149532710294,106.46728971962615,3671859.5459060464
0,-14.714018834825886,8.468364295074624,12.821890547263676,110.72786069651742,3669851.260872303
0,-14.704182709359612,8.465595771921178,12.679310344827584,113.62561576354682,3667836.677719805
0,-14.694206934599151,8.462422327426161,13.251898734177223,114.2185654008439,3665663.545750462
0,-14.685322219413923,8.458806605494507,13.1062271062271,114.82893772893772,3663761.824533531
0,-14.675840569477911,8.457180307510042,13.606024096385537,114.67469879518076,3661904.732657133
0,-14.66561625296804,8.454639185753429,13.470319634703198,114.87442922374426,3659845.2651226283
0,-14.656101932642482,8.451368842746117,14.001036269430045,115.04974093264242,3657807.8349397727
0,-14.646292271551728,8.4487931463362,14.552586206896565,114.69784482758614,3655804.4943496236
0,-14.63741632355556,8.444761044577781,14.654666666666676,114.3399999999999,3653822.009975907
0,-14.62791814859813,8.440031277056075,13.51121495327103,114.31401869158876,3651569.3875690205
0,-14.618001224230772,8.437085807923074,13.32884615384614,114.42423076923075,3649452.4990721205
0,-14.608781607725328,8.43459925622318,13.502145922746791,114.50085836909876,3647570.0376363173
0,-14.598718749787245,8.432049623914896,13.126382978723395,114.67191489361707,3645476.9697021744
0,-14.588905703017245,8.429878771422407,13.261206896551718,114.24999999999994,3643603.6444890085
0,-14.579393406696438,8.426861458392858,12.732589285714283,113.98437499999999,3641610.37024153
0,-14.570113696789003,8.423414548990827,11.929816513761464,114.2912844036697,3639566.0004204516
0,-14.560544948095226,8.419227785904761,12.466190476190482,115.10809523809517,3637401.5943524507
0,-14.55149227735849,8.414771113207555,12.14150943396226,114.87094339622638,3635225.5886563514
0,-14.541668282051281,8.413314750427352,12.73803418803419,115.04871794871788,3633404.70441803
0,-14.532000746919426,8.410820726824651,12.404265402843604,114.85497630331753,3631403.952307208
0,-14.521638267156861,8.407888235196081,13.085294117647063,115.14313725490196,3629281.539081632
0,-14.51248963513514,8.403745212548264,12.832818532818537,114.85598455598456,3627168.8263682793
0,-14.503421416504862,8.400380010841424,12.574110032362467,114.84530744336567,3625224.432781684
0,-14.494031580072464,8.397011129347817,12.455434782608688,114.82463768115937,3623193.0414107875
0,-14.48452582918032,8.393282617836071,12.384590163934417,115.13868852459012,3621089.583642141
0,-14.474758425259521,8.391733731384088,12.415224913494798,114.97058823529414,3619244.780391326
0,-14.46499940901639,8.389633749959017,12.473360655737707,114.79754098360664,3617292.9161256934
0,-14.454818888392854,8.387240185803572,12.163839285714287,114.66294642857136,3615291.0763483983
0,-14.445811984474892,8.382643645662105,11.579452054794517,114.60410958904117,3613144.3072339236
0,-14.435809605022822,8.380461818721468,12.463926940639276,114.97899543378999,3611154.148390646
0,-14.425814781412642,8.377648847546473,12.61858736059479,115.09553903345726,3609134.895989423
0,-14.417191402325575,8.372904664418607,11.853875968992254,115.3767441860465,3606981.0545469886
0,-14.407571874500013,8.3701623417,12.562999999999994,115.2519999999999,3605037.960783392
0,-14.3972422477528,8.368453286460674,13.197191011235965,115.09101123595502,3603018.240443737
0,-14.387584976744192,8.365669806232555,12.954883720930232,115.29348837209302,3601024.4822873566
0,-14.37796610436681,8.362608035065499,12.907423580786025,114.73624454148468,3598966.737449942
0,-14.368343867105256,8.359076132807017,12.748684210526323,114.35438596491228,3596890.9706561253
0,-14.358583180459773,8.357875242720308,12.55057471264367,114.39923371647505,3595115.2615398397
0,-14.349378895762719,8.353110811737286,12.19999999999999,114.6072033898305,3592856.904790593
0,-14.340192336486483,8.349364061756761,12.57882882882883,114.66981981981982,3590861.1302721077
0,-14.330120304035876,8.346986599372194,12.365919282511209,114.53587443946186,3588863.4106769077
0,-14.320386503167425,8.344081553665156,12.614932126696832,114.63122171945697,3586827.3935504486
0,-14.31062771495727,8.341993903247872,12.462393162393164,115.12350427350432,3584896.6868685493
0,-14.301338004680858,8.33846486544681,13.295319148936175,114.7821276595745,3582861.3995499993
0,-14.291737261596953,8.336188459885928,13.06121673003804,114.57224334600758,3580963.3829604997
